split,filename,titulo,etiquetas_rostro,etiquetas_cabello,etiquetas_otras,clases_idx,analisis,page_url,imagen_local
val,jake-gyllenhaal-thick-textured-hair-with-full-beard__00.jpeg,Jake Gyllenhaal Thick Textured Hair With Full Beard,Oval Face Shape,Straight|Texture|Thick,Beard|Brown|Celebrity|Classic|Scissor Cut,12|5|6|7,"Jake Gyllenhaal’s short,textured‘do makes him look less like a student who’sspruced himself up for a family wedding, and more like the the 43-year-old man he now is.",https://manforhimself.com/mens-hairstyles/jake-gyllenhaal-thick-textured-hair-with-full-beard/,dataset_cryai/images/jake-gyllenhaal-thick-textured-hair-with-full-beard__00.jpeg
val,richard-madden-crew-cut-with-quiff__00.jpg,Richard Madden Crew Cut With Quiff,,Short,Brown|Celebrity|Classic|Quiff|Scissor Cut,4,"The last time we saw a pic of former Game of Thrones star, Richard Madden, he had a much morecoiffed quiff with a striking stripe of grey hairat the front. And, in MFH’s opinion, he couldn’t have looked more James Bond if he’d had 007 tattooed on his forehead.",https://manforhimself.com/mens-hairstyles/richard-madden-crew-cut-with-quiff/,dataset_cryai/images/richard-madden-crew-cut-with-quiff__00.jpg
val,jacob-elordi-tousled-textured-hairstyle-with-thick-fringe__00.jpeg,Jacob Elordi Tousled Textured Hairstyle With Thick Fringe,Triangle Face Shape,Medium|Texture,Celebrity|Fringe|Mullet,16|2|6,"Euphoria’s Jacob Elordi has come over all high fashion with histousled,texturedhairstyle with thickfringe.",https://manforhimself.com/mens-hairstyles/jacob-elordi-tousled-textured-hairstyle-with-thick-fringe/,dataset_cryai/images/jacob-elordi-tousled-textured-hairstyle-with-thick-fringe__00.jpeg
val,marcus-rashford-taper-fade-with-line-up__00.jpg,Marcus Rashford Taper Fade With Line Up,Square Face Shape,Texture|Thick,Afro|Black|Fade|taper,15|6|7,Man For Himself is run by Robin James – men’s grooming and lifestyle creator.,https://manforhimself.com/mens-hairstyles/marcus-rashford-taper-fade-with-line-up/,dataset_cryai/images/marcus-rashford-taper-fade-with-line-up__00.jpg
val,andrew-scott-short-slick-hair-with-quiff__00.jpeg,Andrew Scott Short Slick Hair With Quiff,Oval Face Shape,Short,Black|Celebrity|Classic|Dyed|Quiff|Scissor Cut|Slicked Back,12|4,Andrew Scott usually has more of atousled vibe– probably because it makes his veryfine hairlook thicker.,https://manforhimself.com/mens-hairstyles/andrew-scott-short-slick-hair-with-quiff/,dataset_cryai/images/andrew-scott-short-slick-hair-with-quiff__00.jpeg
val,tom-hardy-short-sides-long-on-top-hairstyle__00.jpeg,Tom Hardy Short Sides Long On Top Hairstyle,Oval Face Shape,Fine|Medium|Straight,Brown|Celebrity|Classic,12|1|2|5,One of the distinguishing features of Tom Hardy’s short sides and long on top hair style is a disconnected undercut. It helps to balance out the length on top and is great for guys withfineor thinner hair.,https://manforhimself.com/mens-hairstyles/tom-hardy-short-sides-long-on-top-hairstyle/,dataset_cryai/images/tom-hardy-short-sides-long-on-top-hairstyle__00.jpeg
val,jamie-campbell-bower-long-layered-hairstyle__00.jpg,Jamie Campbell Bower Long Layered Hairstyle,Long|Oval Face Shape,Fine,Blonde|Celebrity|Scissor Cut,10|12|1,"Stranger Thingsactor Jamie Campbell Bower’slonglayered hairstylehas definite lead singer vibes (though ironically his band, Counterfeit, split in 2020).",https://manforhimself.com/mens-hairstyles/jamie-campbell-bower-long-layered-hairstyle/,dataset_cryai/images/jamie-campbell-bower-long-layered-hairstyle__00.jpg
val,zane-phillips-wavy-mini-mullet-hairstyle-with-side-part__00.jpeg,Zane Phillips Wavy Mini Mullet Hairstyle With Side Part,Square Face Shape,Medium|Wavy,Blonde|Celebrity|Mullet|Scissor Cut|Side Part,15|2|8,ActorZane Phillipsisn’t afraid to mix things up with his naturallywavyhair.,https://manforhimself.com/mens-hairstyles/zane-phillips-wavy-mini-mullet-hairstyle-with-side-part/,dataset_cryai/images/zane-phillips-wavy-mini-mullet-hairstyle-with-side-part__00.jpeg
val,joaquin-phoenixs-hair-short-textured-crop__00.jpg,Joaquin Phoenixs Hair Short Textured Crop,Square Face Shape,Curly|Fine|Short|Texture,Celebrity|Grey|Thin|Thinning,15|0|1|4|6,"Joaquin Phoenix’s hair strikes a perfect balance between effortless style and sophistication, without being too formal.",https://manforhimself.com/mens-hairstyles/joaquin-phoenixs-hair-short-textured-crop/,dataset_cryai/images/joaquin-phoenixs-hair-short-textured-crop__00.jpg
val,ansel-elgort-short-back-and-sides-with-small-quiff__00.jpg,Ansel Elgort Short Back And Sides With Small Quiff,Round Face Shape,Wavy,Brown|Celebrity|Classic|Scissor Cut,14|8,"Ansel Elgort’sshort back and sidesis the result of him growing out a shaved head, which he debuted on social media in July this year.",https://manforhimself.com/mens-hairstyles/ansel-elgort-short-back-and-sides-with-small-quiff/,dataset_cryai/images/ansel-elgort-short-back-and-sides-with-small-quiff__00.jpg
val,alexander-skarsgard-cropped-hair-with-swept-back-semi-quiff__00.jpg,Alexander Skarsgard Cropped Hair With Swept Back Semi Quiff,Oval Face Shape,Fine|Straight|Texture,Blonde|crop|Quiff|Side Part|Thin,12|1|5|6,"Alexander Skarsgard’scropped hairwithswept backsemiquiffis not a groundbreaking look, but it’s Alexander’s failsafe hairstyle.",https://manforhimself.com/mens-hairstyles/alexander-skarsgard-cropped-hair-with-swept-back-semi-quiff/,dataset_cryai/images/alexander-skarsgard-cropped-hair-with-swept-back-semi-quiff__00.jpg
val,prince-harry-thinning-hair__00.jpg,Prince Harry Thinning Hair,Round Face Shape,Fine|Short|Straight,Celebrity|Classic|Scissor Cut|Thinning,14|1|4|5,"Whether you’re a fan of royalty or not, you’ve probably noticed that Princes William and Harry are both genetically pre-disposed to male pattern baldness. And Harry’sthinninghair is starting to look unkempt.",https://manforhimself.com/mens-hairstyles/prince-harry-thinning-hair/,dataset_cryai/images/prince-harry-thinning-hair__00.jpg
val,ncuti-gatwa-dyed-blonde-afro-buzz-cut-with-low-fade__00.jpg,Ncuti Gatwa Dyed Blonde Afro Buzz Cut With Low Fade,Oval Face Shape,Texture|Thick,Afro|Barbie|Blonde|Celebrity|Coloured Hair|Dyed|Fade,12|6|7,"You might recognise Ncuti Gatwa from his role as gay teen Eric Effiong in popular Netflix seriesSex Education. But to make an extra splash after his Dr Who announcement, Ncuti showed up at the BAFTA TV awards with thisdyedblondeAfrobuzz cutwith lowfade. And he has this look in the Barbie film!",https://manforhimself.com/mens-hairstyles/ncuti-gatwa-dyed-blonde-afro-buzz-cut-with-low-fade/,dataset_cryai/images/ncuti-gatwa-dyed-blonde-afro-buzz-cut-with-low-fade__00.jpg
val,paul-dano-softly-swept-back-hair__00.jpg,Paul Dano Softly Swept Back Hair,Round Face Shape,Fine|Normal|Straight,Brown|Celebrity|Classic,14|1|3|5,Paul Dano’s softlyswept-backhairstyle is the perfect in-betweeny look.,https://manforhimself.com/mens-hairstyles/paul-dano-softly-swept-back-hair/,dataset_cryai/images/paul-dano-softly-swept-back-hair__00.jpg
val,jack-dylan-grazer-medium-length-curly-hairstyle__00.jpg,Jack Dylan Grazer Medium Length Curly Hairstyle,Round Face Shape,Curly|Texture|Thick|Wavy,90s Throwback|Celebrity,14|0|6|7|8,"Jack’s full head of bouncy curls is such a fun, joyous style but medium length to longcurlyhairstyles like this do require a bit of maintenance.",https://manforhimself.com/mens-hairstyles/jack-dylan-grazer-medium-length-curly-hairstyle/,dataset_cryai/images/jack-dylan-grazer-medium-length-curly-hairstyle__00.jpg
val,robert-pattinson-messy-bed-head__00.jpg,Robert Pattinson Messy Bed Head,Square Face Shape,Fine|Straight|Texture,Brown|Celebrity,15|1|5|6,"Robert Pattinson’smessybed headfeels like an appropriately ‘zero f*cks given’ look for the man who once admitted that he didn’t wash his hair for six weeks (and rumour has it, he didn’t shower particularly often in his Twilight days, either).",https://manforhimself.com/mens-hairstyles/robert-pattinson-messy-bed-head/,dataset_cryai/images/robert-pattinson-messy-bed-head__00.jpg
val,jelani-alladin-short-high-top-afro-hairstyle-with-tapered-sides__00.jpeg,Jelani Alladin Short High Top Afro Hairstyle With Tapered Sides,Oval Face Shape,Short|Texture,Afro|Celebrity|taper,12|4|6,Jelani Alladin’s short high-top Afro with tapered sides is a total showstopper.,https://manforhimself.com/mens-hairstyles/jelani-alladin-short-high-top-afro-hairstyle-with-tapered-sides/,dataset_cryai/images/jelani-alladin-short-high-top-afro-hairstyle-with-tapered-sides__00.jpeg
val,hu-bing-formal-sleek-hairstyle__00.jpeg,Hu Bing Formal Sleek Hairstyle,,Medium|Straight|Thick,Asian|Black|Celebrity|Hu Bing|Quiff,2|5|7,"Refined, polished and fairly low maintenance; I really love this classic hairstyle on Hu Bing.",https://manforhimself.com/mens-hairstyles/hu-bing-formal-sleek-hairstyle/,dataset_cryai/images/hu-bing-formal-sleek-hairstyle__00.jpeg
val,sam-worthingtons-hair-classic-crew-cut__00.jpg,Sam Worthingtons Hair Classic Crew Cut,Triangle Face Shape,Fine|Short|Straight|Texture,Celebrity|Classic,16|1|4|5|6,"Aussie Actor Sam Worthington’s hair in this fresh-looking,classiccrew cut, is like the white T-shirt of hairstyles: simple, timeless, and universally flattering.",https://manforhimself.com/mens-hairstyles/sam-worthingtons-hair-classic-crew-cut/,dataset_cryai/images/sam-worthingtons-hair-classic-crew-cut__00.jpg
val,florian-munteanus-hair-medium-length-man-bun__00.jpg,Florian Munteanus Hair Medium Length Man Bun,Round Face Shape,Medium|Straight|Thick,Brown|Celebrity|Undercut,14|2|5|7,We’re calling it: we think Florian Munteanu’s hair is the perfect way to style your barnet when you’re growing out a shorter hairstyle.,https://manforhimself.com/mens-hairstyles/florian-munteanus-hair-medium-length-man-bun/,dataset_cryai/images/florian-munteanus-hair-medium-length-man-bun__00.jpg
val,jared-leto-long-and-textured__00.jpg,Jared Leto Long And Textured,Diamond Face Shape|Long,,Celebrity|Jared Leto,9|10,Jared Letohas tried just about every haircut and hairstyle but his long look is his most iconic. Particularly fond of his ombré(dip dye style)look especially for the warmer months.,https://manforhimself.com/mens-hairstyles/jared-leto-long-and-textured/,dataset_cryai/images/jared-leto-long-and-textured__00.jpg
val,dpharaoh-woon-a-tais-hair-long-wavy-haircut-with-centre-part__00.jpg,Dpharaoh Woon A Tais Hair Long Wavy Haircut With Centre Part,Diamond Face Shape|Long,Texture|Wavy,Celebrity|Centre Part|Scissor Cut,9|10|6|8,Tousled waves + volume + a classic centre part = the triple-threat appeal of rising star D’Pharaoh Woon-A-Tai’s hair.,https://manforhimself.com/mens-hairstyles/dpharaoh-woon-a-tais-hair-long-wavy-haircut-with-centre-part/,dataset_cryai/images/dpharaoh-woon-a-tais-hair-long-wavy-haircut-with-centre-part__00.jpg
val,joel-dommett-quiff-haircut-with-medium-fade__00.jpg,Joel Dommett Quiff Haircut With Medium Fade,Oval Face Shape,Wavy,Brown|Celebrity|Classic|Fade|Quiff,12|8,"After his wife Hannah attempted a DIY haircut and colour on him in lockdown, Joel ended up with a chunk taken out and suspiciously gingery tones.",https://manforhimself.com/mens-hairstyles/joel-dommett-quiff-haircut-with-medium-fade/,dataset_cryai/images/joel-dommett-quiff-haircut-with-medium-fade__00.jpg
val,joe-wicks-curly-shoulder-length-hair__00.jpg,Joe Wicks Curly Shoulder Length Hair,Long|Oval Face Shape,Curly|Wavy,Brown|Celebrity|Classic|Scissor Cut,10|12|0|8,"He got the nation’s kids, and their parents(especially the lust-ridden mums), star-jumping and high-kneeing their way through the pandemic with his daily fitness classes.",https://manforhimself.com/mens-hairstyles/joe-wicks-curly-shoulder-length-hair/,dataset_cryai/images/joe-wicks-curly-shoulder-length-hair__00.jpg
val,evan-mock-pink-buzz-cut__00.jpg,Evan Mock Pink Buzz Cut,Oval Face Shape,,Asian Hair|Buzz Cut|Celebrity|Coloured Hair|crop,12,"Sure, this look isn’t for everyone, but Evan Mock’s pinkbuzz cuthad real standout on the Met Gala’s red carpet. A pretty amazing feat considering the wow factor guests all around him!",https://manforhimself.com/mens-hairstyles/evan-mock-pink-buzz-cut/,dataset_cryai/images/evan-mock-pink-buzz-cut__00.jpg
val,sonny-hall-medium-length-wavy-hair-styled-with-wet-look__00.jpg,Sonny Hall Medium Length Wavy Hair Styled With Wet Look,Rectangle Face Shape,Medium|Thick,90s Throwback|Brown|Classic|Quiff,13|2|7,Medium length wavy hair can be tricky to style but you could always reach for the wet-lookpomadelike Sonny Hall.,https://manforhimself.com/mens-hairstyles/sonny-hall-medium-length-wavy-hair-styled-with-wet-look/,dataset_cryai/images/sonny-hall-medium-length-wavy-hair-styled-with-wet-look__00.jpg
val,adam-levine-crew-cut-with-high-fade__00.jpg,Adam Levine Crew Cut With High Fade,Oval Face Shape,Normal|Straight,Brown|Celebrity|Classic|Fade,12|3|5,MFH is always intrigued by a new Adam Levine haircut.,https://manforhimself.com/mens-hairstyles/adam-levine-crew-cut-with-high-fade/,dataset_cryai/images/adam-levine-crew-cut-with-high-fade__00.jpg
val,olly-alexander-80s-bouffant-curly-crop-hairstyle__00.jpg,Olly Alexander 80S Bouffant Curly Crop Hairstyle,Oval Face Shape,Curly|Texture|Thick|Wavy,Brown|Celebrity,12|0|6|7|8,"We can’t get enough of Olly Alexander’s It’s A Sin hairstyle. To play Ritchie Tozer in the Channel 4 series, the Years and Years frontman has departed from his usual short French crop and gone for a longer retro look that embraces his natural curls. And we heartily approve!",https://manforhimself.com/mens-hairstyles/olly-alexander-80s-bouffant-curly-crop-hairstyle/,dataset_cryai/images/olly-alexander-80s-bouffant-curly-crop-hairstyle__00.jpg
val,yungbluds-hair-centre-parted-slicked-back-style__00.jpg,Yungbluds Hair Centre Parted Slicked Back Style,Round Face Shape,Fine|Medium|Straight,Black|Centre Part|Dyed|Slicked Back,14|1|2|5,"Yungblud’shair in this style is, at its core, a vintage vibe with a modern twist. MFH’s take? Elvis meets emo, with a dash of Camden grit.",https://manforhimself.com/mens-hairstyles/yungbluds-hair-centre-parted-slicked-back-style/,dataset_cryai/images/yungbluds-hair-centre-parted-slicked-back-style__00.jpg
val,stefanos-tsitsipas-mid-length-curly-hair-with-half-bun__00.jpeg,Stefanos Tsitsipas Mid Length Curly Hair With Half Bun,Long|Oval Face Shape,Curly|Fine|Medium|Texture|Wavy,Blonde|Celebrity,10|12|0|1|2|6|8,Stefanos Tsitsipas’mid-length curly hairis oft talked about – he’s even been asked about it in post-match press conferences.,https://manforhimself.com/mens-hairstyles/stefanos-tsitsipas-mid-length-curly-hair-with-half-bun/,dataset_cryai/images/stefanos-tsitsipas-mid-length-curly-hair-with-half-bun__00.jpeg
val,slowthai-short-fade-hairstyle-with-square-fringe__00.jpg,Slowthai Short Fade Hairstyle With Square Fringe,Oval Face Shape,Short,Celebrity|Fade|Fringe,12|4,"Slowthai certainly makes a statement with his shortfringeandfadecombo. Just like the rapper himself it’s edgy, blunt and a bit rock and roll.",https://manforhimself.com/mens-hairstyles/slowthai-short-fade-hairstyle-with-square-fringe/,dataset_cryai/images/slowthai-short-fade-hairstyle-with-square-fringe__00.jpg
val,harry-styles-medium-length-curly-hairstyle-with-brushed-back-fringe__00.jpg,Harry Styles Medium Length Curly Hairstyle With Brushed Back Fringe,Oval Face Shape,Curly|Fine|Wavy,Celebrity|Classic|Scissor Cut,12|0|1|8,There’s a reason Harry Styles loves thismedium lengthcurly hairstylewithswept back fringe.And MFH thinks it’s because it’s an easy style that doesn’t need much styling.,https://manforhimself.com/mens-hairstyles/harry-styles-medium-length-curly-hairstyle-with-brushed-back-fringe/,dataset_cryai/images/harry-styles-medium-length-curly-hairstyle-with-brushed-back-fringe__00.jpg
val,michael-fassbender-textured-french-crop__00.jpg,Michael Fassbender Textured French Crop,Square Face Shape,Fine|Short|Texture,Brown|French Crop|Fringe|Thinning,15|1|4|6,Michael Fassbender’stexturedfrench cropis an easy care style.,https://manforhimself.com/mens-hairstyles/michael-fassbender-textured-french-crop/,dataset_cryai/images/michael-fassbender-textured-french-crop__00.jpg
val,dwayne-johnson-bald-shaved-head__00.jpg,Dwayne Johnson Bald Shaved Head,Square Face Shape,,Afro|Celebrity|Shaved Head,15,"When you think of Dwayne Johnson you think of muscles so big they could have their own postcode, but you also think ‘bald shaved head‘ because it’s a look as strong as his biceps.",https://manforhimself.com/mens-hairstyles/dwayne-johnson-bald-shaved-head/,dataset_cryai/images/dwayne-johnson-bald-shaved-head__00.jpg
val,ricky-martin-textured-pompadour-hairstyle-with-high-fade-and-full-beard__00.jpeg,Ricky Martin Textured Pompadour Hairstyle With High Fade And Full Beard,Square Face Shape,Fine|Short|Straight|Texture,Beard|Brown|Celebrity|Fade|Pompadour|Skin Fade,15|1|4|5|6,"Latino singer, Ricky Martin, 52, is back in the news again with his role in the Apple TV+ seriesPalm Royale. And his stylish haircut, in this shortpompadourwith highfadehelps him maintain that youthful visage.",https://manforhimself.com/mens-hairstyles/ricky-martin-textured-pompadour-hairstyle-with-high-fade-and-full-beard/,dataset_cryai/images/ricky-martin-textured-pompadour-hairstyle-with-high-fade-and-full-beard__00.jpeg
val,cristiano-ronaldo-grown-out-long-hairstyle-styled-man-bun__00.jpg,Cristiano Ronaldo Grown Out Long Hairstyle Styled Man Bun,Long|Rectangle Face Shape,Normal|Straight,Celebrity,10|13|3|5,"We much prefer Cristiano Ronaldo’s casualgrown-outlook to his precisebuzz cuthairstyle. It’s laidback, relaxed and shows more of his sporty side.",https://manforhimself.com/mens-hairstyles/cristiano-ronaldo-grown-out-long-hairstyle-styled-man-bun/,dataset_cryai/images/cristiano-ronaldo-grown-out-long-hairstyle-styled-man-bun__00.jpg
val,andrew-rannells-medium-length-quiff-hairstyle-with-side-parting__00.jpg,Andrew Rannells Medium Length Quiff Hairstyle With Side Parting,Round Face Shape,Medium|Thick,Brown|Celebrity|Classic|Quiff,14|2|7,Andrew Rannells’ nonchalant swept backquiffis a winning look for those who like to keep things loose but elegant.,https://manforhimself.com/mens-hairstyles/andrew-rannells-medium-length-quiff-hairstyle-with-side-parting/,dataset_cryai/images/andrew-rannells-medium-length-quiff-hairstyle-with-side-parting__00.jpg
val,yeonjuns-hair-90s-inspired-curtain-hairstyle__00.jpg,Yeonjuns Hair 90S Inspired Curtain Hairstyle,Oval Face Shape,Fine|Straight,90s Throwback|Celebrity|Centre Part|Dyed|Fringe,12|1|5,Yeonjun’shair hits the perfect sweet spot between retro and red-carpet ready.,https://manforhimself.com/mens-hairstyles/yeonjuns-hair-90s-inspired-curtain-hairstyle/,dataset_cryai/images/yeonjuns-hair-90s-inspired-curtain-hairstyle__00.jpg
val,austin-butler-soft-wavy-mullet__00.jpg,Austin Butler Soft Wavy Mullet,Oval Face Shape,Medium|Texture|Wavy,Blonde|Celebrity|Mullet,12|2|6|8,"Austin Butler’ssoft,wavymulletis the latest in a long line of looks from this hairstyle chameleon. Austin’s hair has been everything fromraven black curtains, tolong, blonde surfer waves, 50s-inspired quiffs, and that sweep-over look favoured by a teenage Justin Bieber.",https://manforhimself.com/mens-hairstyles/austin-butler-soft-wavy-mullet/,dataset_cryai/images/austin-butler-soft-wavy-mullet__00.jpg
val,percy-hynes-white-long-slicked-back-hair__00.jpg,Percy Hynes White Long Slicked Back Hair,Long|Oval Face Shape,Fine|Straight,Brown|Celebrity,10|12|1|5,"Percy Hynes White’slong,slicked-back hairhas not just upped his goth creds, but it has given him a leading role as fashion’s new It Boy too.",https://manforhimself.com/mens-hairstyles/percy-hynes-white-long-slicked-back-hair/,dataset_cryai/images/percy-hynes-white-long-slicked-back-hair__00.jpg
val,arthur-contis-hair-curly-hairstyle__00.jpg,Arthur Contis Hair Curly Hairstyle,Square Face Shape,Curly|Short|Texture|Wavy,Black|Celebrity|Classic|Dyed,15|0|4|6|8,"Arthur Conti’s hair has a distinctly gothic vibe. Hiscurlyhair which is naturally a rich brown, has beendyedblack. Possibly a leftover habit from his time on goth-com filmBeetlejuice Beetlejuice?",https://manforhimself.com/mens-hairstyles/arthur-contis-hair-curly-hairstyle/,dataset_cryai/images/arthur-contis-hair-curly-hairstyle__00.jpg
val,john-boyega-cornrow-braided-hairstyle__00.jpg,John Boyega Cornrow Braided Hairstyle,Oval Face Shape,Medium,Afro|Braids|Celebrity|Coarse|John Boyega|Skin Fade,12|2,John Boyegais a style icon and effortlessly owns his look. His grooming is immaculate and his hair is perfection.,https://manforhimself.com/mens-hairstyles/john-boyega-cornrow-braided-hairstyle/,dataset_cryai/images/john-boyega-cornrow-braided-hairstyle__00.jpg
val,robin-james-4-back-and-sides-with-medium-length-textured-top__00.jpg,Robin James 4 Back And Sides With Medium Length Textured Top,Oval Face Shape,Fine|Medium,Quiff|Robin James,12|1|2,I love having this style. It’s one of the easiermen’s hairstylesto maintain and you can go as messy or as neat as you like. See what to ask your barber below!,https://manforhimself.com/mens-hairstyles/robin-james-4-back-and-sides-with-medium-length-textured-top/,dataset_cryai/images/robin-james-4-back-and-sides-with-medium-length-textured-top__00.jpg
val,lil-teccas-hair-medium-length-dreadlocks__00.jpg,Lil Teccas Hair Medium Length Dreadlocks,Long|Oval Face Shape,Curly|Texture|Thick,Afro|Celebrity,10|12|0|6|7,Lil Tecca’s hair – collar-bone lengthdreadlocks– is a style evolution his fans have been carefully watching.,https://manforhimself.com/mens-hairstyles/lil-teccas-hair-medium-length-dreadlocks/,dataset_cryai/images/lil-teccas-hair-medium-length-dreadlocks__00.jpg
val,jonathan-bailey-anthony-bridgerton-wavy-side-parted-hairstyle__00.jpg,Jonathan Bailey Anthony Bridgerton Wavy Side Parted Hairstyle,Rectangle Face Shape,Thick|Wavy,Bridgerton|Brown|Celebrity|Classic,13|7|8,"Wonderfully wavy and paired with enviable sideburns, Jonathan Bailey’s side parted style will be a hot request at the barbers thanks to his role as Anthony Bridgerton in Netlfix hit Bridgerton.",https://manforhimself.com/mens-hairstyles/jonathan-bailey-anthony-bridgerton-wavy-side-parted-hairstyle/,dataset_cryai/images/jonathan-bailey-anthony-bridgerton-wavy-side-parted-hairstyle__00.jpg
val,dino-fetscher-side-swept-crew-cut-hairstyle__00.jpeg,Dino Fetscher Side Swept Crew Cut Hairstyle,Rectangle Face Shape,Short,Brown|Celebrity|Classic|Scissor Cut|Side Part|taper,13|4,"MFHis all about the neat, classic simplicity ofDino Fetscher’s side swept crew cut.",https://manforhimself.com/mens-hairstyles/dino-fetscher-side-swept-crew-cut-hairstyle/,dataset_cryai/images/dino-fetscher-side-swept-crew-cut-hairstyle__00.jpeg
val,armie-hammer-swept-back-short-wavy-hairstyle__00.jpg,Armie Hammer Swept Back Short Wavy Hairstyle,Rectangle Face Shape,Thick|Wavy,Celebrity|Classic|taper,13|7|8,"TheCall Me By Your Nameactor wears awavy, slightly preppy hairstyle that appears to fall perfectly into curl at the front and is slicked back around the sides. It’s perfectly finished with a high-sheenpomade.",https://manforhimself.com/mens-hairstyles/armie-hammer-swept-back-short-wavy-hairstyle/,dataset_cryai/images/armie-hammer-swept-back-short-wavy-hairstyle__00.jpg
val,cole-escola-choppy-textured-hair-with-fringe__00.jpeg,Cole Escola Choppy Textured Hair With Fringe,Oval Face Shape,Fine|Short|Texture,Celebrity|Dyed|Fringe,12|1|4|6,"Cole Escola’sshort, choppy,texturedcut gives the hair volume and movement so it’s perfect for anyone withfine hair.",https://manforhimself.com/mens-hairstyles/cole-escola-choppy-textured-hair-with-fringe/,dataset_cryai/images/cole-escola-choppy-textured-hair-with-fringe__00.jpeg
val,zac-efrons-hair-short-crop-haircut__00.jpg,Zac Efrons Hair Short Crop Haircut,Square Face Shape,Short,Brown|Celebrity|Classic|crop|Fade|Fringe,15|4,"Zac Efron’s hair has seen a fair few styles in its time – fromclassic quifftobleached and gravity defying– but this short crop haircut is one of the actor’s most easygoing, low maintenance looks yet.",https://manforhimself.com/mens-hairstyles/zac-efrons-hair-short-crop-haircut/,dataset_cryai/images/zac-efrons-hair-short-crop-haircut__00.jpg
val,liam-payne-new-hairstyle-long-on-top-quiff__00.jpg,Liam Payne New Hairstyle Long On Top Quiff,Oval Face Shape,Medium|Straight,Celebrity|Luke Benson|Quiff|taper,12|2|5,"Full of volume and attitude, this is a great lookingquiffhairstyle from Liam Payne.",https://manforhimself.com/mens-hairstyles/liam-payne-new-hairstyle-long-on-top-quiff/,dataset_cryai/images/liam-payne-new-hairstyle-long-on-top-quiff__00.jpg
val,liam-gallaghers-hair-mod-inspired-hairstyle__00.jpg,Liam Gallaghers Hair Mod Inspired Hairstyle,Oval Face Shape,Medium|Straight|Texture|Thick,90s Throwback|Brown|Celebrity|Fringe,12|2|5|6|7,"Liam Gallagher’s hair has always been iconic – the man has the knack of carrying off everything from abuzz cutwith heavy sideburns tolong, straight andcentre-parted, or a heavilytexturedmod look with longer pieces at the sides.",https://manforhimself.com/mens-hairstyles/liam-gallaghers-hair-mod-inspired-hairstyle/,dataset_cryai/images/liam-gallaghers-hair-mod-inspired-hairstyle__00.jpg
val,jack-saunders-red-and-black-dyed-textured-hairstyle__00.jpg,Jack Saunders Red And Black Dyed Textured Hairstyle,Oval Face Shape,Straight|Texture,Celebrity|Dyed|Red,12|5|6,"Jack Saunders’ red and blackdyed,texturedhairstyle is a long way removed from the conservative looking young bloke with a halo of gingery-blonde hair and a floppy,curtainfringe.",https://manforhimself.com/mens-hairstyles/jack-saunders-red-and-black-dyed-textured-hairstyle/,dataset_cryai/images/jack-saunders-red-and-black-dyed-textured-hairstyle__00.jpg
val,jared-leto-long-tousled-hairstyle__00.jpg,Jared Leto Long Tousled Hairstyle,Long|Oval Face Shape,Normal|Wavy,Brown|Celebrity|Jared Leto,10|12|3|8,"He’s totally unrecognisable in his new film, House of Gucci, hidden under layers of prosthetics and a receding hairline as Paolo Gucci.",https://manforhimself.com/mens-hairstyles/jared-leto-long-tousled-hairstyle/,dataset_cryai/images/jared-leto-long-tousled-hairstyle__00.jpg
val,mark-ronson-retro-pompadour-quiff__00.jpeg,Mark Ronson Retro Pompadour Quiff,Oval Face Shape,Medium|Texture|Thick|Wavy,Celebrity|Classic|Pompadour|Quiff,12|2|6|7|8,Man For Himself is run by Robin James – men’s grooming and lifestyle creator.,https://manforhimself.com/mens-hairstyles/mark-ronson-retro-pompadour-quiff/,dataset_cryai/images/mark-ronson-retro-pompadour-quiff__00.jpeg
val,william-gao-brushed-back-90s-inspired-hairstyle__00.jpeg,William Gao Brushed Back 90S Inspired Hairstyle,Square Face Shape,Straight|Thick,90s Throwback|Celebrity,15|5|7,William Gao’sbrushed back90s inspiredhairstyle is a shorter take on his Heartstopper character’s Season 1 hair.,https://manforhimself.com/mens-hairstyles/william-gao-brushed-back-90s-inspired-hairstyle/,dataset_cryai/images/william-gao-brushed-back-90s-inspired-hairstyle__00.jpeg
val,g-dragon-multi-coloured-mid-length-mullet__00.jpg,G Dragon Multi Coloured Mid Length Mullet,Long|Round Face Shape,,Celebrity|Coloured Hair|Dyed|Mullet,10|14,"The South Korean A-lister — real name Kwon Ji-yong — not only has the best shaggy, multi-colouredmid-lengthmulletaround (which is also called the ‘wolf haircut’) but he has the fashion creds to back it up, too.",https://manforhimself.com/mens-hairstyles/g-dragon-multi-coloured-mid-length-mullet/,dataset_cryai/images/g-dragon-multi-coloured-mid-length-mullet__00.jpg
val,jay-z-freeform-dreadlocks-with-congos__00.jpg,Jay Z Freeform Dreadlocks With Congos,Oval Face Shape,Curly|Thick,Afro|Black|Celebrity,12|0|7,"Jay-Z’s freeform dreadlocks with congos (which mean joining two or more locs so they fuse together) may not take much in the way of maintenance, but he had to grow hisafrohair a bit longer, first.",https://manforhimself.com/mens-hairstyles/jay-z-freeform-dreadlocks-with-congos/,dataset_cryai/images/jay-z-freeform-dreadlocks-with-congos__00.jpg
